"","C11 - Hospitales Generales","1648000013","48 C.1.1. 45","HOSPITAL UNIVERSITARIO CRUCES","País Vasco","Bizkaia","Barakaldo","PLAZA","CRUCES","12","48903","GERENCIA.CRUCES@OSAKIDETZA.EUS","946006067","946006000","WWW.HOSPITALCRUCES.COM","Servicios o Institutos de Salud de las comunidades autónomas","Publicos","01/07/1992","12/08/2019","Autorizacion de modificacion","U.10 Endocrinología,U.11 Nutrición y Dietética,U.13 Medicina interna,U.14 Nefrología,U.15 Diálisis,U.16 Neumología,U.17 Neurología,U.18 Neurofisiología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.21 Cirugía pediátrica,U.22 Cuidados intermedios neonatales,U.23 Cuidados intensivos neonatales,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.27 Inseminación artificial,U.28 Fecundación in vitro,U.29 Banco de semen,U.3 Enfermería obstétrico-ginecológica (matrona),U.30 Laboratorio de semen para capacitación espermática,U.31 Banco de embriones,U.32 Recuperación de oocitos,U.34 Interrupción voluntaria del embarazo,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.38 Quemados,U.39 Angiología y Cirugía Vascular,U.40 Cirugía cardiaca,U.41 Hemodinámica,U.42 Cirugía torácica,U.43 Cirugía general y digestivo,U.45 Cirugía maxilofacial,U.46 Cirugía plástica y reparadora,U.49 Neurocirugía,U.50 Oftalmología,U.51 Cirugía refractiva,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.56 Lesionados medulares,U.57 Rehabilitación,U.59 Fisioterapia,U.6 Alergología,U.60 Terapia ocupacional,U.61 Logopedia,U.62 Foniatría,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.66 Atención sanitaria domiciliaria,U.67 Cuidados paliativos,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.70 Psicología clínica,U.72 Obtención de muestras,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.75 Inmunología,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.78 Genética,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.81 Extracción de sangre para donación,U.82 Servicio de transfusión,U.83 Farmacia,U.85 Farmacología clínica,U.86 Radioterapia,U.87 Medicina nuclear,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.90 Medicina preventiva,U.900 Otras unidades asistenciales,U.93 Extracción de órganos,U.94 Trasplante de órganos,U.95 Obtención de tejidos,U.96 Implantación de tejidos,U.99 Medicina del trabajo,","43.282583550962","-2.9843872491665"
"","C14 - Hospitales de salud mental y tratamiento de toxicomanías","0250000085","5010048","UNIDAD DE REHABILITACION DE LARGA ESTANCIA","Aragón","Zaragoza","Sádaba","CTRA","SOS","S/N","50670","","976675454","976675479","","Organizaciones no gubernamentales","Privados","01/01/1986","02/01/1986","Modificacion administrativa","U.69 Psiquiatría,U.84 Depósito de medicamentos,","42.28551824242","-1.2748086042503"
"","C13 - Hospitales de media y larga estancia","0250000001","5010014","HOSPITAL SAN JUAN DE DIOS","Aragón","Zaragoza","Zaragoza","PASEO","COLON","14","50006","HSJDZARAGOZA@OHSJD.ES","976252017","976271660","","Organizaciones no gubernamentales","Privados","09/06/2008","22/01/2018","Modificacion administrativa","U.1 Medicina general/de familia,U.12 Geriatría,U.13 Medicina interna,U.14 Nefrología,U.15 Diálisis,U.17 Neurología,U.2 Enfermería,U.44 Odontología/Estomatología,U.57 Rehabilitación,U.59 Fisioterapia,U.60 Terapia ocupacional,U.61 Logopedia,U.65 Hospital de día,U.66 Atención sanitaria domiciliaria,U.67 Cuidados paliativos,U.69 Psiquiatría,U.70 Psicología clínica,U.72 Obtención de muestras,U.73 Análisis clínicos,U.76 Microbiología y Parasitología,U.83 Farmacia,U.88 Radiodiagnóstico,U.900 Otras unidades asistenciales,U.99 Medicina del trabajo,","41.634149244533","-0.88807366541183"
"","C11 - Hospitales Generales","1851000001","C.1.1/001","HOSPITAL UNIVERSITARIO DE CEUTA","Ceuta","Ceuta","Ceuta","CALLE","LOMA COLMENAR","S/N","51003","","","856907000","","Instituto de Gestión Sanitaria INGESA","Publicos","04/10/2010","04/05/2016","Autorizacion de modificacion","U.1 Medicina general/de familia,U.10 Endocrinología,U.100 Transporte sanitario (carretera, aéreo, marítimo),U.13 Medicina interna,U.14 Nefrología,U.16 Neumología,U.17 Neurología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.3 Enfermería obstétrico-ginecológica (matrona),U.33 Planificación familiar,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.43 Cirugía general y digestivo,U.50 Oftalmología,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.59 Fisioterapia,U.6 Alergología,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.72 Obtención de muestras,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.75 Inmunología,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.83 Farmacia,U.84 Depósito de medicamentos,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.90 Medicina preventiva,U.900 Otras unidades asistenciales,U.93 Extracción de órganos,U.95 Obtención de tejidos,","35.880965774715","-5.3418445836739"
"","C11 - Hospitales Generales","1601000004","01 C.1.1. 5","HOSPITAL QUIRONSALUD VITORIA","País Vasco","Araba/Álava","Vitoria-Gasteiz","CALLE","ESPERANZA (LA)","3","01002","JOSECARLOS.MELLADO@QUIRONSALUD.ES","945279260","945252500","WWW.QUIRONSALUD.ES","Privados","Privados","25/02/1997","14/03/2019","Renovacion de funcionamiento","U.1 Medicina general/de familia,U.10 Endocrinología,U.11 Nutrición y Dietética,U.13 Medicina interna,U.16 Neumología,U.17 Neurología,U.18 Neurofisiología,U.2 Enfermería,U.24 Reumatología,U.26 Ginecología,U.27 Inseminación artificial,U.30 Laboratorio de semen para capacitación espermática,U.35 Anestesia y Reanimación,U.39 Angiología y Cirugía Vascular,U.43 Cirugía general y digestivo,U.46 Cirugía plástica y reparadora,U.47 Cirugía estética,U.48 Medicina estética,U.50 Oftalmología,U.51 Cirugía refractiva,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.57 Rehabilitación,U.6 Alergología,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.70 Psicología clínica,U.73 Análisis clínicos,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.82 Servicio de transfusión,U.83 Farmacia,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.900 Otras unidades asistenciales,U.96 Implantación de tejidos,","42.849894302203","-2.6765718864234"
"","C11 - Hospitales Generales","0802000003","AB00044/00006387","HOSPITAL DE HELLIN","Castilla - La Mancha","Albacete","Hellín","CALLE","JUAN RAMON JIMENEZ","40","02400","","967304611","967309500","","Servicios o Institutos de Salud de las comunidades autónomas","Publicos","10/07/1993","17/02/2021","Autorizacion de modificacion","U.10 Endocrinología,U.13 Medicina interna,U.16 Neumología,U.19 Oncología,U.20 Pediatría,U.25 Obstetricia,U.26 Ginecología,U.3 Enfermería obstétrico-ginecológica (matrona),U.33 Planificación familiar,U.35 Anestesia y Reanimación,U.37 Medicina intensiva,U.43 Cirugía general y digestivo,U.50 Oftalmología,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.57 Rehabilitación,U.59 Fisioterapia,U.6 Alergología,U.63 Cirugía mayor ambulatoria,U.65 Hospital de día,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.70 Psicología clínica,U.71 Atención sanitaria a drogodependientes,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.82 Servicio de transfusión,U.83 Farmacia,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.95 Obtención de tejidos,U.96 Implantación de tejidos,","38.504361650414","-1.6886951569907"
"","C14 - Hospitales de salud mental y tratamiento de toxicomanías","1003005971","19661","CENTRO DR. ESQUERDO","Comunitat Valenciana","Alicante/Alacant","Sant Joan d'Alacant","CALLE","RAMON DE CAMPOAMOR","25","03550","JVILLAR@DIPUTACIONALICANTE.ES","","965939033","","Diputación o Cabildo","Publicos","18/12/2020","18/12/2020","Autorizacion de funcionamiento","U.2 Enfermería,U.65 Hospital de día,U.69 Psiquiatría,U.70 Psicología clínica,U.72 Obtención de muestras,U.83 Farmacia,U.900 Otras unidades asistenciales,","38.392168060433974","-0.4386192734498027"
"","C11 - Hospitales Generales","1003000220","600","HOSPITAL GENERAL UNIVERSITARIO DE ALICANTE","Comunitat Valenciana","Alicante/Alacant","Alicante/Alacant","AVDA","PINTOR BAEZA","12","03010","DPTO19@GVA.ES","965245971","965913496, 965933000","","Servicios o Institutos de Salud de las comunidades autónomas","Publicos","28/04/1992","21/12/2020","Autorizacion de modificacion","U.10 Endocrinología,U.11 Nutrición y Dietética,U.13 Medicina interna,U.14 Nefrología,U.15 Diálisis,U.16 Neumología,U.17 Neurología,U.18 Neurofisiología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.21 Cirugía pediátrica,U.23 Cuidados intensivos neonatales,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.27 Inseminación artificial,U.28 Fecundación in vitro,U.29 Banco de semen,U.3 Enfermería obstétrico-ginecológica (matrona),U.30 Laboratorio de semen para capacitación espermática,U.31 Banco de embriones,U.32 Recuperación de oocitos,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.38 Quemados,U.39 Angiología y Cirugía Vascular,U.40 Cirugía cardiaca,U.41 Hemodinámica,U.42 Cirugía torácica,U.43 Cirugía general y digestivo,U.46 Cirugía plástica y reparadora,U.49 Neurocirugía,U.5 Vacunación,U.50 Oftalmología,U.52 Otorrinolaringología,U.53 Urología,U.54 Litotricia renal,U.55 Cirugía ortopédica y Traumatología,U.56 Lesionados medulares,U.57 Rehabilitación,U.59 Fisioterapia,U.6 Alergología,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.66 Atención sanitaria domiciliaria,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.70 Psicología clínica,U.72 Obtención de muestras,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.75 Inmunología,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.81 Extracción de sangre para donación,U.82 Servicio de transfusión,U.83 Farmacia,U.85 Farmacología clínica,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.90 Medicina preventiva,U.900 Otras unidades asistenciales,U.93 Extracción de órganos,U.94 Trasplante de órganos,U.95 Obtención de tejidos,U.96 Implantación de tejidos,U.97 Banco de tejidos,","38.36356737389","-0.48571323642856"
"","C11 - Hospitales Generales","1003000179","435","HOSPITAL SAN CARLOS DE DENIA GRUPO HLA","Comunitat Valenciana","Alicante/Alacant","Dénia","PTDA","MADRIGUERES SUD","8","03700","HOSPITAL.SANCARLOS@GRUPOHLA.COM","965789172","965781550, 902300124","","Privados","Privados","07/11/1989","03/12/2019","Autorizacion de modificacion","U.1 Medicina general/de familia,U.11 Nutrición y Dietética,U.13 Medicina interna,U.14 Nefrología,U.16 Neumología,U.17 Neurología,U.18 Neurofisiología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.25 Obstetricia,U.26 Ginecología,U.3 Enfermería obstétrico-ginecológica (matrona),U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.39 Angiología y Cirugía Vascular,U.4 Podología,U.42 Cirugía torácica,U.43 Cirugía general y digestivo,U.46 Cirugía plástica y reparadora,U.47 Cirugía estética,U.49 Neurocirugía,U.5 Vacunación,U.50 Oftalmología,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.57 Rehabilitación,U.59 Fisioterapia,U.6 Alergología,U.61 Logopedia,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.66 Atención sanitaria domiciliaria,U.67 Cuidados paliativos,U.68 Urgencias,U.7 Cardiología,U.70 Psicología clínica,U.72 Obtención de muestras,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.75 Inmunología,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.82 Servicio de transfusión,U.83 Farmacia,U.85 Farmacología clínica,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.95 Obtención de tejidos,","38.838177502514","0.092953617780892"
"","C11 - Hospitales Generales","1003000142","2867","HOSPITAL GENERAL UNIVERSITARIO DE ELCHE","Comunitat Valenciana","Alicante/Alacant","Elche/Elx","CALLE","CAMI ALMAZARA","11","03203","SECGERENCIA_ELX@GVA.ES","966616707","966616211, 966616900","","Servicios o Institutos de Salud de las comunidades autónomas","Publicos","24/10/1997","08/09/2020","Autorizacion de modificacion","U.10 Endocrinología,U.13 Medicina interna,U.14 Nefrología,U.15 Diálisis,U.16 Neumología,U.17 Neurología,U.18 Neurofisiología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.23 Cuidados intensivos neonatales,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.27 Inseminación artificial,U.3 Enfermería obstétrico-ginecológica (matrona),U.30 Laboratorio de semen para capacitación espermática,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.39 Angiología y Cirugía Vascular,U.41 Hemodinámica,U.43 Cirugía general y digestivo,U.44 Odontología/Estomatología,U.49 Neurocirugía,U.5 Vacunación,U.50 Oftalmología,U.52 Otorrinolaringología,U.53 Urología,U.54 Litotricia renal,U.55 Cirugía ortopédica y Traumatología,U.57 Rehabilitación,U.59 Fisioterapia,U.6 Alergología,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.67 Cuidados paliativos,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.70 Psicología clínica,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.78 Genética,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.82 Servicio de transfusión,U.83 Farmacia,U.85 Farmacología clínica,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.90 Medicina preventiva,U.94 Trasplante de órganos,U.95 Obtención de tejidos,U.96 Implantación de tejidos,","38.260078073854","-0.68504318251114"
"","C11 - Hospitales Generales","1003000136","2045","HOSPITAL MARINA BAIXA DE LA VILA JOIOSA","Comunitat Valenciana","Alicante/Alacant","Villajoyosa/Vila Joiosa, la","AVDA","ALCALDE EN JAUME BOTELLA MAYOR","7","03570","HVILLAJOYOSA_SAIP@GVA.ES","966859900","966859800, 966859858","","Servicios o Institutos de Salud de las comunidades autónomas","Publicos","25/03/1996","14/05/2019","Modificacion administrativa","U.10 Endocrinología,U.13 Medicina interna,U.14 Nefrología,U.15 Diálisis,U.16 Neumología,U.17 Neurología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.22 Cuidados intermedios neonatales,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.3 Enfermería obstétrico-ginecológica (matrona),U.33 Planificación familiar,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.43 Cirugía general y digestivo,U.44 Odontología/Estomatología,U.5 Vacunación,U.50 Oftalmología,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.57 Rehabilitación,U.59 Fisioterapia,U.6 Alergología,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.66 Atención sanitaria domiciliaria,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.70 Psicología clínica,U.71 Atención sanitaria a drogodependientes,U.72 Obtención de muestras,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.82 Servicio de transfusión,U.83 Farmacia,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.90 Medicina preventiva,U.93 Extracción de órganos,U.95 Obtención de tejidos,U.96 Implantación de tejidos,","38.530170819339","-0.1984196516881"
"","C11 - Hospitales Generales","0104000314","16035","HOSPITAL VIRGEN DEL MAR","Andalucía","Almería","Almería","CTRA","DEL MAMI, KM. 1","S/N","04120","VIRGENDELMAR@VITHAS.ES","950290625","950210100","","Privados","Privados","05/04/1994","10/04/2018","Autorizacion de modificacion","U.1 Medicina general/de familia,U.10 Endocrinología,U.11 Nutrición y Dietética,U.13 Medicina interna,U.14 Nefrología,U.15 Diálisis,U.17 Neurología,U.18 Neurofisiología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.21 Cirugía pediátrica,U.22 Cuidados intermedios neonatales,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.27 Inseminación artificial,U.28 Fecundación in vitro,U.29 Banco de semen,U.3 Enfermería obstétrico-ginecológica (matrona),U.30 Laboratorio de semen para capacitación espermática,U.31 Banco de embriones,U.32 Recuperación de oocitos,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.39 Angiología y Cirugía Vascular,U.4 Podología,U.41 Hemodinámica,U.43 Cirugía general y digestivo,U.44 Odontología/Estomatología,U.45 Cirugía maxilofacial,U.46 Cirugía plástica y reparadora,U.5 Vacunación,U.50 Oftalmología,U.51 Cirugía refractiva,U.52 Otorrinolaringología,U.53 Urología,U.54 Litotricia renal,U.55 Cirugía ortopédica y Traumatología,U.57 Rehabilitación,U.59 Fisioterapia,U.6 Alergología,U.60 Terapia ocupacional,U.61 Logopedia,U.64 Cirugía menor ambulatoria,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.72 Obtención de muestras,U.73 Análisis clínicos,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.78 Genética,U.79 Hematología clínica,U.8 Dermatología,U.82 Servicio de transfusión,U.83 Farmacia,U.87 Medicina nuclear,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.900 Otras unidades asistenciales,","36.856274680562","-2.4174427525177"
"","C11 - Hospitales Generales","1106000798","060172","HOSPITAL QUIRONSALUD CLIDEBA","Extremadura","Badajoz","Badajoz","CALLE","ELADIO SALINERO DE LOS SANTOS","6","06011","ARNALDO.PONS@QUIRONSALUD.ES","924257859","924229050","","Privados","Privados","20/03/2007","18/05/2018","Modificacion administrativa","U.1 Medicina general/de familia,U.10 Endocrinología,U.11 Nutrición y Dietética,U.16 Neumología,U.17 Neurología,U.18 Neurofisiología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.21 Cirugía pediátrica,U.22 Cuidados intermedios neonatales,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.3 Enfermería obstétrico-ginecológica (matrona),U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.39 Angiología y Cirugía Vascular,U.43 Cirugía general y digestivo,U.45 Cirugía maxilofacial,U.46 Cirugía plástica y reparadora,U.47 Cirugía estética,U.48 Medicina estética,U.49 Neurocirugía,U.5 Vacunación,U.50 Oftalmología,U.51 Cirugía refractiva,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.59 Fisioterapia,U.6 Alergología,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.67 Cuidados paliativos,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.72 Obtención de muestras,U.73 Análisis clínicos,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.82 Servicio de transfusión,U.83 Farmacia,U.86 Radioterapia,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.900 Otras unidades asistenciales,","38.871614498662","-6.9908685822021"
"","C11 - Hospitales Generales","0407003152","4427","CLINICA LUZ DE PALMA","Balears, Illes","Balears, Illes","Palma","CALLE","CAMILO JOSE CELA","20","07014","","","971599167","","Privados","Privados","05/10/2017","15/12/2020","Autorizacion de modificacion","U.1 Medicina general/de familia,U.10 Endocrinología,U.16 Neumología,U.2 Enfermería,U.20 Pediatría,U.25 Obstetricia,U.26 Ginecología,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.39 Angiología y Cirugía Vascular,U.42 Cirugía torácica,U.43 Cirugía general y digestivo,U.45 Cirugía maxilofacial,U.46 Cirugía plástica y reparadora,U.48 Medicina estética,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.6 Alergología,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.72 Obtención de muestras,U.73 Análisis clínicos,U.77 Anatomía patológica,U.78 Genética,U.79 Hematología clínica,U.82 Servicio de transfusión,U.84 Depósito de medicamentos,U.88 Radiodiagnóstico,U.9 Aparato digestivo,","39.567348420516","2.6240143641851"
"","C11 - Hospitales Generales","0407001688","3570","HOSPITAL QUIRONSALUD SON VERI","Balears, Illes","Balears, Illes","Llucmajor","PASEO","ARBREDA","S/N","07609","","","971443030","","Privados","Privados","01/10/2013","03/06/2016","Modificacion administrativa","U.1 Medicina general/de familia,U.10 Endocrinología,U.100 Transporte sanitario (carretera, aéreo, marítimo),U.11 Nutrición y Dietética,U.13 Medicina interna,U.16 Neumología,U.17 Neurología,U.2 Enfermería,U.20 Pediatría,U.25 Obstetricia,U.26 Ginecología,U.3 Enfermería obstétrico-ginecológica (matrona),U.33 Planificación familiar,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.39 Angiología y Cirugía Vascular,U.4 Podología,U.43 Cirugía general y digestivo,U.45 Cirugía maxilofacial,U.50 Oftalmología,U.52 Otorrinolaringología,U.53 Urología,U.55 Cirugía ortopédica y Traumatología,U.59 Fisioterapia,U.6 Alergología,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.68 Urgencias,U.7 Cardiología,U.72 Obtención de muestras,U.73 Análisis clínicos,U.77 Anatomía patológica,U.8 Dermatología,U.82 Servicio de transfusión,U.84 Depósito de medicamentos,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.900 Otras unidades asistenciales,U.96 Implantación de tejidos,","39.490692130317","2.7404490794891"
"","C11 - Hospitales Generales","0407000009","1016","JUANEDA MIRAMAR","Balears, Illes","Balears, Illes","Palma","CALLE","CAMI DE LA VILETA","30","07011","","971456668","971767001","","Privados","Privados","27/12/1985","18/06/2018","Modificacion administrativa","U.1 Medicina general/de familia,U.10 Endocrinología,U.11 Nutrición y Dietética,U.13 Medicina interna,U.14 Nefrología,U.15 Diálisis,U.16 Neumología,U.17 Neurología,U.18 Neurofisiología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.21 Cirugía pediátrica,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.3 Enfermería obstétrico-ginecológica (matrona),U.33 Planificación familiar,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.39 Angiología y Cirugía Vascular,U.4 Podología,U.40 Cirugía cardiaca,U.41 Hemodinámica,U.42 Cirugía torácica,U.43 Cirugía general y digestivo,U.44 Odontología/Estomatología,U.45 Cirugía maxilofacial,U.46 Cirugía plástica y reparadora,U.47 Cirugía estética,U.48 Medicina estética,U.49 Neurocirugía,U.5 Vacunación,U.50 Oftalmología,U.52 Otorrinolaringología,U.53 Urología,U.54 Litotricia renal,U.55 Cirugía ortopédica y Traumatología,U.57 Rehabilitación,U.59 Fisioterapia,U.6 Alergología,U.60 Terapia ocupacional,U.61 Logopedia,U.62 Foniatría,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.67 Cuidados paliativos,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.70 Psicología clínica,U.72 Obtención de muestras,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.75 Inmunología,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.82 Servicio de transfusión,U.83 Farmacia,U.86 Radioterapia,U.87 Medicina nuclear,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.900 Otras unidades asistenciales,U.95 Obtención de tejidos,U.96 Implantación de tejidos,","39.584436447413","2.6309058641939"
"","C11 - Hospitales Generales","0407000872","2977","HOSPITAL UNIVERSITARI SON ESPASES","Balears, Illes","Balears, Illes","Palma","CTRA","VALLDEMOSSA","79","07120","","971175916","871205001","","Servicios o Institutos de Salud de las comunidades autónomas","Publicos","08/03/2013","02/09/2014","Autorizacion de modificacion","U.10 Endocrinología,U.100 Transporte sanitario (carretera, aéreo, marítimo),U.101 Terapias no convencionales,U.11 Nutrición y Dietética,U.12 Geriatría,U.13 Medicina interna,U.14 Nefrología,U.15 Diálisis,U.16 Neumología,U.17 Neurología,U.18 Neurofisiología,U.19 Oncología,U.2 Enfermería,U.20 Pediatría,U.21 Cirugía pediátrica,U.22 Cuidados intermedios neonatales,U.23 Cuidados intensivos neonatales,U.24 Reumatología,U.25 Obstetricia,U.26 Ginecología,U.27 Inseminación artificial,U.28 Fecundación in vitro,U.3 Enfermería obstétrico-ginecológica (matrona),U.30 Laboratorio de semen para capacitación espermática,U.31 Banco de embriones,U.32 Recuperación de oocitos,U.33 Planificación familiar,U.34 Interrupción voluntaria del embarazo,U.35 Anestesia y Reanimación,U.36 Tratamiento del dolor,U.37 Medicina intensiva,U.39 Angiología y Cirugía Vascular,U.40 Cirugía cardiaca,U.41 Hemodinámica,U.42 Cirugía torácica,U.43 Cirugía general y digestivo,U.45 Cirugía maxilofacial,U.46 Cirugía plástica y reparadora,U.47 Cirugía estética,U.49 Neurocirugía,U.5 Vacunación,U.50 Oftalmología,U.51 Cirugía refractiva,U.52 Otorrinolaringología,U.53 Urología,U.54 Litotricia renal,U.55 Cirugía ortopédica y Traumatología,U.57 Rehabilitación,U.59 Fisioterapia,U.60 Terapia ocupacional,U.61 Logopedia,U.62 Foniatría,U.63 Cirugía mayor ambulatoria,U.64 Cirugía menor ambulatoria,U.65 Hospital de día,U.66 Atención sanitaria domiciliaria,U.68 Urgencias,U.69 Psiquiatría,U.7 Cardiología,U.70 Psicología clínica,U.71 Atención sanitaria a drogodependientes,U.72 Obtención de muestras,U.73 Análisis clínicos,U.74 Bioquímica clínica,U.75 Inmunología,U.76 Microbiología y Parasitología,U.77 Anatomía patológica,U.78 Genética,U.79 Hematología clínica,U.8 Dermatología,U.80 Laboratorio de hematología,U.82 Servicio de transfusión,U.83 Farmacia,U.85 Farmacología clínica,U.86 Radioterapia,U.87 Medicina nuclear,U.88 Radiodiagnóstico,U.9 Aparato digestivo,U.90 Medicina preventiva,U.93 Extracción de órganos,U.94 Trasplante de órganos,U.95 Obtención de tejidos,U.96 Implantación de tejidos,U.97 Banco de tejidos,","39.60754563633","2.6458226335188"
